Job runs on node:
eu-g9-045-3
REPETITIONS=8
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=7
EPOCHS=300
OPTSTEP=0.2
BATCHSIZE=8
VALSPLIT=0.2
FRACSAMPLEDSTATES=0.25
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
RUNID=0
NO JAX
srun -N 1 -n 1 python Cluster/single_run.py -ni 8 -nt 7 -b 8 -e 300 -v 0.2 -sz 0.2 -of 'runs/ee' -ls 1 2 3  -lp 1. 1. 1.  -lr 1 5 3 -njx

Epoch 1, 	Batch:0, 	Train Loss = 3.988357, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 3.885128, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 4.022760, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 3.859450, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 3.702838, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 3.599012, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 3.508039, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 3.424607, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 3.304989, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 3.168030, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.557527, 	Val Loss = 1.833157
Epoch 2, 	Batch:1, 	Train Loss = 1.358266, 	Val Loss = 1.833157
Epoch 2, 	Batch:2, 	Train Loss = 1.289533, 	Val Loss = 1.833157
Epoch 2, 	Batch:3, 	Train Loss = 1.385551, 	Val Loss = 1.833157
Epoch 2, 	Batch:4, 	Train Loss = 1.373700, 	Val Loss = 1.833157
Epoch 2, 	Batch:5, 	Train Loss = 1.342945, 	Val Loss = 1.833157
Epoch 2, 	Batch:6, 	Train Loss = 1.336643, 	Val Loss = 1.833157
Epoch 2, 	Batch:7, 	Train Loss = 1.449206, 	Val Loss = 1.833157
Epoch 2, 	Batch:8, 	Train Loss = 1.454887, 	Val Loss = 1.833157
Epoch 2, 	Batch:9, 	Train Loss = 1.479393, 	Val Loss = 1.833157
Epoch 3, 	Batch:0, 	Train Loss = 1.171063, 	Val Loss = 1.422259
Epoch 3, 	Batch:1, 	Train Loss = 1.040253, 	Val Loss = 1.422259
Epoch 3, 	Batch:2, 	Train Loss = 1.128923, 	Val Loss = 1.422259
Epoch 3, 	Batch:3, 	Train Loss = 1.229449, 	Val Loss = 1.422259
Epoch 3, 	Batch:4, 	Train Loss = 1.281068, 	Val Loss = 1.422259
Epoch 3, 	Batch:5, 	Train Loss = 1.266366, 	Val Loss = 1.422259
Epoch 3, 	Batch:6, 	Train Loss = 1.256817, 	Val Loss = 1.422259
Epoch 3, 	Batch:7, 	Train Loss = 1.291902, 	Val Loss = 1.422259
Epoch 3, 	Batch:8, 	Train Loss = 1.235942, 	Val Loss = 1.422259
Epoch 3, 	Batch:9, 	Train Loss = 1.234264, 	Val Loss = 1.422259
Epoch 4, 	Batch:0, 	Train Loss = 0.958699, 	Val Loss = 1.284942
Epoch 4, 	Batch:1, 	Train Loss = 0.941180, 	Val Loss = 1.284942
Epoch 4, 	Batch:2, 	Train Loss = 1.012652, 	Val Loss = 1.284942
Epoch 4, 	Batch:3, 	Train Loss = 1.125044, 	Val Loss = 1.284942
Epoch 4, 	Batch:4, 	Train Loss = 1.205523, 	Val Loss = 1.284942
Epoch 4, 	Batch:5, 	Train Loss = 1.196961, 	Val Loss = 1.284942
Epoch 4, 	Batch:6, 	Train Loss = 1.178294, 	Val Loss = 1.284942
Epoch 4, 	Batch:7, 	Train Loss = 1.264322, 	Val Loss = 1.284942
Epoch 4, 	Batch:8, 	Train Loss = 1.274410, 	Val Loss = 1.284942
Epoch 4, 	Batch:9, 	Train Loss = 1.254177, 	Val Loss = 1.284942
Epoch 5, 	Batch:0, 	Train Loss = 0.785925, 	Val Loss = 1.033771
Epoch 5, 	Batch:1, 	Train Loss = 0.791391, 	Val Loss = 1.033771
Epoch 5, 	Batch:2, 	Train Loss = 0.925087, 	Val Loss = 1.033771
